doc_id,title,source,url,word_count,char_count,raw_path,cleaned_path,locations,persons,organizations,heritage_types,domains,time_period,region,tangibility,cluster
13,Ancient monuments in Ujjain,Unknown,https://en.wikipedia.org/wiki/Ancient_monuments_in_Ujjain,804,5177,data/raw\012_Ancient monuments in Ujjain.json,data/cleaned data\.\012_Ancient monuments in Ujjain.txt,"['Ujjain', 'India', 'Malwa', 'the Kshipra River', 'Scindia', 'Shri Mahakaaleshwar', 'Kingdom', 'Fatehabad', 'Ganesha', 'the Paramara', 'King Vikramāditya', 'Maratha', 'Lahore', 'Shipra River', 'Natha', 'Vikramaditya', 'Shringarshataka', 'Delhi', 'Agra', 'Jaipur']","['Ujjain', 'Shiva', 'Shrimant Ranojirao Shinde', 'Famous', 'Harsidhdhi Mandir', 'Sidhdhha Vat', 'Ram', 'Mangalnath', 'Mahadji Shinde', 'Gopal Mandir', 'Shrimant Bayzabai', 'Shrimant Jayaajirao', 'Nai Sadak', 'Sarafa Bazar', 'Ghasmandi', 'Chhatri Chowk', 'Madhav College', 'Achyutanand Vyayamshala', 'Jiwaji Rao Shinde', 'Shreenath Mahadji Shinde']","['Madhya Pradesh', 'Maharani Bayzabai Raje Shinde', 'Daulatganj', 'Scindia Dynasty Maharaja', 'Maharaj Vada', 'Ranojirao Shinde', 'Ganesh', 'Miyani', 'Minalpur', 'Prabhatsen Chavda of Chawda', 'Vikramadiya', 'the Tantric Kapalika', 'Aghora', 'Ghazni', 'Navagraha Mandir', 'the Bhartrihari Caves', 'Gadkalika', 'Bhartrihari Caves\nBhartrihari', 'Vairagyashataka', 'Nitishataka']","['monument', 'site']","['religious', 'royal', 'cultural']",ancient,north,tangible,-1
14,Archaeological Survey of India,Indian Heritage,https://en.wikipedia.org/wiki/Archaeological_Survey_of_India,3000,19436,data/raw\013_Archaeological Survey of India.json,data/cleaned data\.\013_Archaeological Survey of India.txt,"['Bengal', 'Bihar', 'India', 'Madras', 'Bombay', 'Mumbai', 'Brahmi', 'Viceroy', 'Kerala', 'Uttar Pradesh', 'Agra', 'Kolkata', 'Karnataka', 'Hampi', 'Tamil Nadu', 'Nalanda', 'Delhi', 'Gujarat', 'Chennai', 'Sanchi']","['Alexander Cunningham', 'William Jones', 'Charles Wilkins', 'Warren Hastings', 'Asiatick Researches', 'Marquis', 'Francis Buchanan', 'Mysore', 'James Prinsep', 'Canning', 'Cunningham', 'Lawrence', 'James Burgess', 'Buck', 'Edward Buck', 'Alois Anton Führer', 'Nigali Sagar', 'Ashoka']","['Archaeological Survey', 'The Archaeological Survey of India', 'ASI', 'the Asiatic Society', 'Calcutta', 'Wellesley', 'Uttar Pradesh', 'Chennai', 'Brahmi', 'Jean-Baptiste Ventura', 'Cunningham', 'the Archaeological Survey of', 'Epigraphia Indica', 'the Liberal', 'Government', 'the ""Buck Crisis', 'Pallava', 'Gupta', 'Chalukya', 'Chola']","['art', 'monument']","['archaeological', 'cultural', 'royal']",ancient,north,tangible,-1
15,AMASR Act,Unknown,https://en.wikipedia.org/wiki/AMASR_Act,280,1743,data/raw\014_AMASR Act.json,data/cleaned data\.\014_AMASR Act.txt,['India'],[],"['the Parliament of India', 'The Archaeological Survey of', 'The Ancient Monuments and Archaeological Sites', 'the Parliament of India\nReferences', 'Archaeological Survey Of India']","['monument', 'site']","['archaeological', 'cultural', 'architectural']",ancient,india,tangible,-1
16,The Golden Road: How Ancient India Transformed the World,Indian Heritage,https://en.wikipedia.org/wiki/The_Golden_Road:_How_Ancient_India_Transformed_the_World,615,3909,data/raw\014_The Golden Road How Ancient India Transformed the .json,data/cleaned data\.\014_The Golden Road How Ancient India Transformed the .txt,"['India', 'Eurasia', 'the west coast', ""the Roman Empire's"", 'Egypt', 'Rome', 'Southeast Asia', 'China', 'Europe', 'Mediterranean', 'North India', 'the Middle East', 'Indonesia', 'Cambodia', 'Silk Road', 'Turkey', 'the Mediterranean Sea', 'Middle East']","['William Dalrymple', 'Wu Zetian', 'Angkor Wat', 'Manu S. Pillai', 'Abhrajyoti Chakraborty', 'William Dalrymple Explains']","['Indosphere', 'Indo-Roman', 'Dalrymple', 'Meera Suresh', 'the Financial Times', 'Asi']","['monument', 'architecture']","['archaeological', 'religious', 'military']",ancient,india,tangible,-1
17,History of India,Indian Heritage,https://en.wikipedia.org/wiki/History_of_India,17305,110139,data/raw\015_History of India.json,data/cleaned data\.\015_History of India.txt,"['India', 'South Asia', 'Pakistan', 'the Indus Valley', 'Central Asia', 'the Nanda Empire', 'the Maurya Empire', 'Ashoka', 'Brihadratha', 'the Shunga Empire', 'the Gupta Empire', 'Asia', 'Southern India', 'Afghanistan', 'Sindh', 'Timur', 'Gujarat', 'the Vijayanagara Empire and Rajput', 'the Kingdom of Mewar', 'Marathas']","['Vedas', 'Pushyamitra Shunga', 'Shunga', 'Kannauj', 'Mahmud Ghazni', 'Malwa', 'Mahatma Gandhi', 'Mahavira', 'Akbar', 'Krishnadevaraya', 'Rajaraja Chola', 'Raja Raja', 'Babur', 'Kalidasa', 'Maharana Pratap', 'Shivaji', 'Pulakeshin', 'Gautama Buddha', 'Chandragupta', 'Shah Jahan']","['BCE', 'the Indus Valley Civilisation', 'Indo-Aryans', 'Chandragupta Maurya', 'The Maurya Empire', 'the Indo-Greek Kingdom', 'Classical', 'The Delhi Sultanate', 'Turkic', 'Bengal Sultanate', 'the Mughal Empire', 'The East India Company', 'the Indian National Congress', 'the All-India Muslim League', 'The British Indian Empire', 'the Dominion of India', 'Maurya', 'Pallava', 'Asi', 'Mughal']","['art', 'monument']","['royal', 'religious', 'military']",ancient,north,tangible,-1
18,The Golden Road: How Ancient India Transformed the World,Indian Heritage,https://en.wikipedia.org/wiki/The_Golden_Road:_How_Ancient_India_Transformed_the_World,615,3909,data/raw\015_The Golden Road How Ancient India Transformed the .json,data/cleaned data\.\015_The Golden Road How Ancient India Transformed the .txt,"['India', 'Eurasia', 'the west coast', ""the Roman Empire's"", 'Egypt', 'Rome', 'Southeast Asia', 'China', 'Europe', 'Mediterranean', 'North India', 'the Middle East', 'Indonesia', 'Cambodia', 'Silk Road', 'Turkey', 'the Mediterranean Sea', 'Middle East']","['William Dalrymple', 'Wu Zetian', 'Angkor Wat', 'Manu S. Pillai', 'Abhrajyoti Chakraborty', 'William Dalrymple Explains']","['Indosphere', 'Indo-Roman', 'Dalrymple', 'Meera Suresh', 'the Financial Times', 'Asi']","['monument', 'architecture']","['archaeological', 'religious', 'military']",ancient,india,tangible,-1
19,New Classical architecture,Unknown,https://en.wikipedia.org/wiki/New_Classical_architecture,1697,12314,data/raw\016_New Classical architecture.json,data/cleaned data\.\016_New Classical architecture.txt,"['Europe', 'Rome', 'New York City', 'the United States']","['Modernist', 'Donald McMorran', 'Raymond Erith', 'Quinlan Terry', 'François Spoerry', 'Leon Krier', 'Maurice Culot', 'King Charles III', 'Charles Moore', 'Robert Venturi', 'Michael Graves', 'Thomas Beeby', 'Robert A.M. Stern', 'Stern', 'Albert', 'Thomas Gordon Smith', 'Henry Hope Reed']","['New Classicism', 'Contemporary Classical', 'Classical', 'Gothic', 'Renaissance', 'New Classical', 'the University of Nottingham', 'the European Urban Renaissance', ""The Prince's Foundation for Building Community"", 'Driehaus Prize Laureates', 'Righter, & Tittman', 'the American Academy', ""the University of Notre Dame's"", 'Department of Architecture', 'New Classical Architecture', 'the University of Miami', 'Judson University', 'Andrews University', 'the Center for Advanced Research', 'the University of Colorado Denver']","['architecture', 'tradition']","['architectural', 'cultural', 'military']",ancient,south,tangible,-1
20,Architecture,Unknown,https://en.wikipedia.org/wiki/Architecture,4879,34035,data/raw\017_Architecture.json,data/cleaned data\.\017_Architecture.txt,"['Latin architectura', 'Asia', 'the Middle Ages']","['De architectura', 'Vitruvius', 'Leon Battista Alberti', 'Louis Sullivan']","['Ancient Greek', 'Gothic', 'Renaissance', 'Classical', 'Asi']","['architecture', 'art']","['architectural', 'cultural', 'religious']",ancient,west,tangible,-1
21,Oxfordshire Architectural and Historical Society,Unknown,https://en.wikipedia.org/wiki/Oxfordshire_Architectural_and_Historical_Society,240,1574,data/raw\018_Oxfordshire Architectural and Historical Society.json,data/cleaned data\.\018_Oxfordshire Architectural and Historical Society.txt,"['Oxoniensia', 'Oxford', 'Oxfordshire', 'England']",['Oxoniensia'],"['Oxfordshire Architectural', 'Historical Society', 'The Oxfordshire Architectural', 'OAHS', 'Society', 'the Society for Promoting the Study of Gothic Architecture', 'the Oxford Architectural Society', 'the Oxford Architectural', 'the Oxfordshire Archaeological Society', 'the Oxford University Archaeological Society', 'the Council for British Archaeology', 'Oxford Historical Society\nReferences\nExternal']","['architecture', 'site']","['archaeological', 'architectural', 'cultural']",modern,unknown,tangible,-1
22,Korean architecture,Unknown,https://en.wikipedia.org/wiki/Korean_architecture,5676,36652,data/raw\019_Korean architecture.json,data/cleaned data\.\019_Korean architecture.txt,"['Korea', 'Pyongyang', 'Yeongju', 'China', 'Seoul', 'South Chungcheong Province', 'Gangwon Province', 'the Middle Mumun', 'Hampi']",['Goguryeo'],"['kan', 'the Mongolian Yuan', 'Tongdosa', 'Korean Confucianism', 'the Jeulmun Pottery Period', 'the Mumun Pottery Period', 'Asi']","['architecture', 'monument']","['architectural', 'religious', 'cultural']",ancient,unknown,tangible,-1
23,Postmodern architecture,Unknown,https://en.wikipedia.org/wiki/Postmodern_architecture,6629,43510,data/raw\020_Postmodern architecture.json,data/cleaned data\.\020_Postmodern architecture.txt,"['Las Vegas', 'New York', 'Philadelphia', 'Italy', 'Agra', 'Hampi']","['Philip Johnson', 'Henry-Russell Hitchcock', 'Denise Scott Brown', 'Robert Venturi', 'Charles Moore', 'Michael Graves', 'Steven Izenour', ""Scott Brown's"", 'Scott Brown', ""Mies van der Rohe's"", 'Venturi', 'Guild House', 'Aldo Rossi']","['Venturi', 'Complexity and Contradiction in Architecture', 'the Museum of Modern Art', 'Scott Brown & Venturi', 'Asi', 'Chola']","['architecture', 'art']","['architectural', 'cultural', 'military']",ancient,west,tangible,-1
24,Bucharest,Unknown,https://en.wikipedia.org/wiki/Bucharest,10095,65729,data/raw\021_Bucharest.json,data/cleaned data\.\021_Bucharest.txt,"['Romania', 'Muntenia', 'Little', 'Paris', 'East', 'Europe', 'Bucharest', 'the Ilfov County', 'Hampi']","['Bucharest', 'Art Nouveau', 'Art Deco', 'Romanian Revival']","['Bucharest\nBucharest', 'BOO-kə-REST', 'the River Dâmbovița', 'Bucharest', 'the European Union', 'Municipiul București', 'Eclectic', 'Neoclassical', ""Nicolae Ceaușescu's"", 'the World Monuments Watch', 'Budapest', 'Asi', 'Chola', 'Unesco']","['site', 'architecture']","['cultural', 'architectural', 'royal']",ancient,india,tangible,-1
25,Sikh architecture,Unknown,https://en.wikipedia.org/wiki/Sikh_architecture,1593,10575,data/raw\022_Sikh architecture.json,data/cleaned data\.\022_Sikh architecture.txt,"['the Sikh Empire', 'Batala', 'Gurdaspur', 'Muktsar', 'Faridkot', 'Kiratpur', 'India', 'Pakistan', 'Bidar', 'Agra', 'Karnataka', 'Delhi']","['Sikh', 'Keshgarh Sahib', 'Background', 'Shah Jahan', 'Thomas Henry Thornton', 'Guru', 'dwara', 'Guru Nanak', 'Gurdwara Shahid Ganj', 'Guru Gobind Singh', 'Guru Har Krishan', 'Gurdwara Baba Atal', 'Gurdwara Nanak Jhira', 'Karnataka', 'Gurdwara\nDharamsaal', 'kar seva']","['the Harmandir Sahib', 'Mughal', 'Gurdwara Dera Sahib', 'The Gurdwara Shish Mahal', 'Sarai/Niwas\nQila\nBurj\nBunga\nSamadhi\nConservation\nMany priceless Sikh', 'Darshani Deori', 'SGPC', 'Asi', 'Rajput', 'Chola', 'Archaeological Survey Of India']","['architecture', 'site']","['religious', 'architectural', 'cultural']",medieval,north,tangible,-1
26,Attic (architecture),Unknown,https://en.wikipedia.org/wiki/Attic_(architecture),543,3366,data/raw\023_Attic architecture.json,data/cleaned data\.\023_Attic architecture.txt,"['Attica', 'Athens', 'Greenwich Hospital', 'London', ""St. Peter's Basilica"", 'Poland', 'Kraków', 'Gdańsk', 'Poznań', 'Lublin']","[""Andrea Palladio's"", 'Vicenza', 'Zamość', 'Sandomierz']","['Ancient Rome', 'the Forum of Nerva', 'the Late Renaissance (Mannerist', 'Kazimierz Dolny', 'Italianate', 'Krasiczyn Castle', 'American Journal of Archaeology', 'Asi']","['architecture', 'monument']","['architectural', 'cultural', 'archaeological']",ancient,unknown,tangible,-1
27,Cultural heritage,Unknown,https://en.wikipedia.org/wiki/Cultural_heritage,3233,22672,data/raw\024_Cultural heritage.json,data/cleaned data\.\024_Cultural heritage.txt,['Hyderabad'],['Types'],"['United Nations', 'UNESCO', 'Blue Shield International', 'Digital', 'Asi', 'Chola', 'Archaeological Survey Of India', 'Indian National Trust']","['art', 'monument']","['cultural', 'archaeological', 'military']",ancient,india,tangible,-1
28,UNESCO Intangible Cultural Heritage Lists,UNESCO,https://en.wikipedia.org/wiki/UNESCO_Intangible_Cultural_Heritage_Lists,1054,7371,data/raw\025_UNESCO Intangible Cultural Heritage Lists.json,data/cleaned data\.\025_UNESCO Intangible Cultural Heritage Lists.txt,[],[],"['UNESCO Intangible Cultural Heritage Lists\nUNESCO', 'Lists of Intangible Cultural Heritage', 'the Intergovernmental Committee', 'State', 'a General Assembly', 'UNESCO', 'the Intangible Cultural Heritage of Humanity', 'List of Intangible Cultural Heritage in Need of Urgent Safeguarding', 'the Register of Good Safeguarding Practices', 'the List of Intangible Cultural Heritage in Need of Urgent Safeguarding', 'The Urgent Safeguarding List', 'the Representative List of', 'the Intangible Cultural Heritage of Humanity\nThe Representative List of']","['tradition', 'art']","['cultural', 'military']",unknown,unknown,intangible,-1
29,Intangible cultural heritage,Unknown,https://en.wikipedia.org/wiki/Intangible_cultural_heritage,1611,10961,data/raw\026_Intangible cultural heritage.json,data/cleaned data\.\026_Intangible cultural heritage.txt,['Rajasthan'],"['Knowledge', 'Karl von Habsburg']","['UNESCO', 'World Heritage', 'Blue Shield International', 'Intangible Cultural Heritage', 'Asi', 'Chola']","['tradition', 'art']","['cultural', 'architectural', 'military']",medieval,north,intangible,-1
30,List of Intangible Cultural Heritage elements in India,Unknown,https://en.wikipedia.org/wiki/List_of_Intangible_Cultural_Heritage_elements_in_India,395,2704,data/raw\027_List of Intangible Cultural Heritage elements in I.json,data/cleaned data\.\027_List of Intangible Cultural Heritage elements in I.txt,"['India', 'Gujarat', 'Navroz']",[],"['List of Intangible Cultural Heritage', 'UNESCO', 'Garba', 'the Intergovernmental Committee', 'Ministry of Culture', 'Nowruz', 'Intangible Cultural Heritage of Humanity\nRepresentative List\nSee', 'List of World Heritage Sites', 'UNESCO Memory', 'the World Register']","['tradition', 'site']",['cultural'],unknown,west,tangible,-1
31,Destruction of cultural heritage during the Israeli invasion of the Gaza Strip,Unknown,https://en.wikipedia.org/wiki/Destruction_of_cultural_heritage_during_the_Israeli_invasion_of_the_Gaza_Strip,3458,22100,data/raw\028_Destruction of cultural heritage during the Israel.json,data/cleaned data\.\028_Destruction of cultural heritage during the Israel.txt,"['the Gaza Strip', 'Israel', 'Gaza', 'the Old City', 'South Africa']","['Anthedon', 'Jean-Baptiste Humbert']","['the Great Omari Mosque', 'the Church of Saint Porphyrius', 'the Ibn Uthman Mosque', 'the Pasha Palace', 'the Al Qarara Cultural Museum', 'the Akkad Museum', 'the Rafah Museum', 'UNESCO', 'World Heritage Sites', 'the International Court of Justice', 'Background\nCultural', 'mosques', 'Asi', 'Chola']","['site', 'monument']","['cultural', 'religious', 'military']",ancient,unknown,tangible,-1
32,Cultural heritage in Pakistan,Unknown,https://en.wikipedia.org/wiki/Cultural_heritage_in_Pakistan,325,2253,data/raw\029_Cultural heritage in Pakistan.json,data/cleaned data\.\029_Cultural heritage in Pakistan.txt,"['Pakistan', 'Sindh']",['Sindh'],"['the Pakistan Environmental Protection Agency', 'Ministry of Environment Pakistan', 'Balochistan\nList', 'Islamabad Capital Territory\nList', 'Karachi', 'Department of Archaeology', 'Museums - Government of Pakistan', 'Asi']","['site', 'monument']","['cultural', 'religious', 'archaeological']",unknown,north,tangible,-1
33,Destruction of cultural heritage by the Islamic State,Unknown,https://en.wikipedia.org/wiki/Destruction_of_cultural_heritage_by_the_Islamic_State,3358,21028,data/raw\030_Destruction of cultural heritage by the Islamic St.json,data/cleaned data\.\030_Destruction of cultural heritage by the Islamic St.txt,"['Iraq', 'Syria', 'Libya', 'Mosul', 'the Middle East', 'Europe', 'North America', 'Tal Afar', 'Mahlabiya District', 'Jonah', 'Tikrit']","['Salafi', 'Palmyra', 'Mosques', 'Ibn al-Athir', 'Jawad Al-Sadiq Mosque', 'Tomb of Sayyid Ar-Mamut Baba', 'Hamu al-Qadu Mosque', 'Saad Ibn Aqeel', 'Ahmed al-Rifai Shrine', ""Sheikh Ibrahim's"", 'Daniel', 'Prophet Jirjis', 'Umar', 'Sitt Nafisa', 'Amr ibn Jundab al-Ghafari', 'Ala-al-din', 'Ibn Abdul Qadir Gilani', 'Harsha']","['the Islamic State', 'State', 'Salafism', 'Nimrud', 'Imam Abbas Mosque', ""Martyrs' Mosque"", 'Asi', 'Unesco']","['monument', 'site']","['religious', 'cultural', 'archaeological']",ancient,west,tangible,-1
34,Archaeological site,Indian Heritage,https://en.wikipedia.org/wiki/Archaeological_site,1241,7895,data/raw\031_Archaeological site.json,data/cleaned data\.\031_Archaeological site.txt,[],['Jess Beck'],"['Archaeologist', 'the Archaeological Institute of America', 'Geographical Information Systems']","['site', 'art']","['archaeological', 'cultural', 'royal']",ancient,unknown,tangible,-1
35,List of archaeological sites in Albania,Indian Heritage,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_Albania,88,607,data/raw\032_List of archaeological sites in Albania.json,data/cleaned data\.\032_List of archaeological sites in Albania.txt,"['Albania', 'the Bay of Grama', 'Shurdhah Island']",['Tirana Mosaic\nVlusha\nReferences'],['Asi'],"['site', 'monument']","['archaeological', 'royal']",unknown,unknown,tangible,-1
